source target weight
582 425 0.75
583 40 0.39
583 98 2.3
583 74 1.17
584 242 1.15
584 227 1.16
584 40 1.23
585 347 1.49
585 2 1.82
585 464 1.78
586 90 0.68
586 448 1.68
586 125 1.49
587 71 0.77
587 544 0.64
587 225 0.64
588 248 0.77
588 599 0.47
588 66 1.46
589 508 1.01
589 198 0.83
589 267 0.91
590 332 0.47
590 591 1.93
590 481 0.89
591 359 1.35
591 441 1.07
591 398 1.06
592 315 0.63
592 83 2.3
592 565 0.63
593 183 2.17
593 389 1.24
593 526 1.43
594 490 0.81
594 478 1.05
594 415 1.28
595 220 2.66
595 170 0.72
595 26 1.48
596 404 1.12
596 262 1.24
596 133 1.41
597 485 2.17
597 340 0.45
597 301 1.5
598 314 0.96
598 323 0.67
598 452 0.66
599 555 0.57
599 109 1.0
599 64 1.67
